district,mandal,village,lat_gis,long_gis,gwl,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1,year,temp_id
ADILABAD,Adilabad,Adilabad,19.6683,78.5247,5.09,8.28,745.0,476.8,0.0,220.0,60.0,0.44,42.27681818,46.0,49.0,4.0,48.0,38.896,279.9342105,1.273327902,C2S1,-1.198684211,P.S.,2018,
ADILABAD,Bazarhatnur,Bazarhatnur,19.458888,78.350833,5.1,8.29,921.0,589.44,0.0,230.0,80.0,0.56,100.6590909,68.0,42.0,5.0,56.0,63.206,399.8930921,0.913165517,C3S1,-3.397861842,P.S.,2018,
ADILABAD,Gudihatnoor,Gudihatnoor,19.525555,78.512222,4.98,7.69,510.0,326.4,0.0,200.0,30.0,0.66,41.47154545,44.0,45.0,2.0,24.0,38.896,219.9342105,1.319283964,C2S1,-0.398684211,P.S.,2018,
ADILABAD,Jainath,Jainath,19.730555,78.64,5.75,8.09,422.0,270.08,0.0,160.0,10.0,0.58,10.66986364,35.0,27.0,1.0,32.0,19.448,159.9671053,0.928155164,C2S1,0.000657895,P.S.,2018,
ADILABAD,Narnoor,Narnoor,19.495665,78.852654,2.15,8.21,2321.0,1485.44,0.0,300.0,340.0,2.56,128.8436364,280.0,298.0,5.0,56.0,92.378,519.84375,5.682664477,C4S2,-4.396875,P.S.,2018,
ADILABAD,Neradigonda,Neradigonda,19.29375,78.41216,8.8,8.29,1030.0,659.2,0.0,340.0,60.0,0.61,66.435,43.0,73.0,22.0,80.0,34.034,339.9424342,1.72144176,C3S1,0.001151316,P.S.,2018,
ADILABAD,Talamadugu,Talamadugu,19.6334,78.3969,3.95,7.62,2129.0,1362.56,0.0,340.0,330.0,0.65,193.2654545,143.0,162.0,13.0,88.0,126.412,739.7861842,2.589608252,C3S1,-7.995723684,P.S.,2018,
ADILABAD,Tamsi,Tamsi,19.6811,78.4268,3.7,8.31,982.0,628.48,30.0,210.0,40.0,1.8,144.9490909,70.0,85.0,5.0,48.0,43.758,299.9259868,2.133949028,C3S1,-1.198519737,P.S.,2018,
ADILABAD,Utnoor,Utnoor,19.3789,78.7685,3.12,8.22,2420.0,1548.8,0.0,420.0,290.0,0.53,134.8831818,268.0,321.0,6.0,48.0,97.24,519.8355263,6.121307804,C4S2,-1.996710526,P.S.,2018,
BHADRADRI,Annapureddypalli,Annapureddypalli,17.354519,80.826104,15.6,8.05,250.0,160.0,0.0,57.63929176,30.0,0.07,24.3595,4.0,10.20021285,3.2,24.0,9.724,99.98355263,0.443523991,C2S1,-0.846885217,P.S.,2018,
BHADRADRI,Ashwapuram,Aswapuram,17.841678,80.809241,5.59,7.97,1840.0,1177.6,0.0,207.8719019,380.0,0.59,159.444,37.0,150.3975766,1.9,64.0,106.964,599.8190789,2.669948378,C3S1,-7.83894354,P.S.,2018,
BHADRADRI,Bhadrachalam,Bhadrachalam,17.666775,80.900922,5.36,7.93,1550.0,992.0,0.0,547.1956631,140.0,0.9,11.29395,13.0,190.9923317,6.0,24.0,72.93,359.8766447,4.377349903,C3S1,3.746380368,U.S.,2018,
BHADRADRI,Burgampad,M.Banjara,17.6447,80.7911,6.02,8.5,1390.0,889.6,60.0,299.9504311,170.0,0.71,70.864,30.0,161.8440782,8.0,24.0,68.068,339.8848684,3.816832154,C3S1,0.401311253,P.S.,2018,
BHADRADRI,Chandrugonda,Ravikampadu,17.3986,80.6106,11.75,8.0,2520.0,1612.8,0.0,240.9818024,280.0,0.63,735.214,18.0,235.1246184,17.0,24.0,165.308,739.7203947,3.758689678,C4S1,-9.974771846,P.S.,2018,
BHADRADRI,Dummugudem,Bandirevu,17.92,80.92,2.68,8.66,869.0,556.16,40.0,249.5312086,90.0,1.03,7.9722,7.0,72.64980488,0.77,40.0,43.758,279.9259868,1.887926173,C3S1,0.192104435,P.S.,2018,
BHADRADRI,Gundala,Kanchanapalli,17.79,80.42,1.6,8.24,782.0,500.48,0.0,114.2435835,60.0,0.29,219.2355,11.0,22.59306207,67.13,56.0,29.172,259.9506579,0.609258784,C3S1,-2.914141488,P.S.,2018,
BHADRADRI,Julurpadu,P. Narsapuram,17.438169,80.520318,16.22,8.63,2880.0,1843.2,60.0,500.1277753,480.0,0.73,210.3775,18.25,326.4744644,19.5,32.0,155.584,719.7368421,5.290960448,C4S2,-3.192181337,P.S.,2018,
BHADRADRI,Karakagudem,Karakagudem,18.034655,80.568147,2.58,7.18,490.0,313.6,0.0,177.4579446,40.0,1.11,0.4429,8.0,29.8891904,17.6,32.0,19.448,159.9671053,1.027474311,C2S1,0.349816786,P.S.,2018,
BHADRADRI,Laxmidevipalli,Laxmidevipalli,17.573,80.619,4.34,7.84,1010.0,646.4,0.0,248.2682761,110.0,0.47,95.2235,19.0,81.68477438,9.8,72.0,34.034,319.9424342,1.985534124,C3S1,-1.433483162,P.S.,2018,
BHADRADRI,Manuguru,Pagideru,17.97,80.73,3.59,8.93,460.0,294.4,40.0,142.3407799,30.0,0.47,0.8858,2.25,39.99707701,35.47,32.0,4.862,99.99177632,1.739074858,C2S1,1.646980071,MR,2018,
BHADRADRI,Palwancha,REGELLA,17.95,80.58,4.22,7.79,1081.0,691.84,0.0,153.5363021,160.0,0.26,141.728,40.0,85.27975782,16.1,64.0,43.758,339.9259868,2.011064218,C3S1,-3.727793695,P.S.,2018,
BHADRADRI,Tekulapalli,Bethampudi,17.56,80.45,2.75,8.02,2080.0,1331.2,0.0,208.1390606,360.0,0.49,335.2753,41.75,68.17983978,1.9,120.0,145.86,899.7532895,0.98824908,C3S1,-13.83228458,P.S.,2018,
BHADRADRI,Tekulapalli,Mutyalampadu,17.54,80.5,5.38,8.57,1290.0,825.6,40.0,352.8490341,130.0,0.98,57.35555,15.5,193.8426385,7.9,40.0,29.172,219.9506579,5.682753839,C3S2,3.457967525,U.S.,2018,
BHADRADRI,Yellandu,Komararam,17.71,80.32,4.36,8.84,991.0,634.24,60.0,242.0656571,110.0,1.5,18.136755,18.0,73.11603375,1.23,72.0,38.896,339.9342105,1.724198853,C3S1,-0.757371069,P.S.,2018,
BHUPALPALLY,Ghanpur Mulug,Chelpur(D),18.368545,79.853503,4.53,8.02,421.0,269.44,0.0,110.0,20.0,0.27,3.422409091,57.0,27.0,2.0,24.0,19.448,139.9671053,0.992254181,C2S1,-0.599342105,P.S.,2018,
BHUPALPALLY,Kataram,Shankarampally 125(D),18.6022,79.8983,20.82,7.71,404.0,258.56,0.0,110.0,40.0,0.36,22.145,14.0,16.0,4.0,24.0,24.31,159.9588816,0.550032013,C2S1,-0.999177632,P.S.,2018,
BHUPALPALLY,Mahadevpur,Ambatipalli,18.695678,80.061858,21.57,8.1,368.0,235.52,0.0,110.0,30.0,0.14,29.99640909,14.0,22.0,3.0,32.0,14.586,139.9753289,0.808479657,C2S1,-0.599506579,P.S.,2018,
BHUPALPALLY,Regonda,Regonda,18.24,79.7775,8.77,7.94,1452.0,929.28,0.0,260.0,190.0,1.04,121.3948636,88.0,156.0,1.0,48.0,63.206,379.8930921,3.479894391,C3S1,-2.397861842,P.S.,2018,
HYDERABAD,Ameerpet,S.R.Nagar,17.442333,78.443916,17.95,7.07,819.0,524.16,0.0,274.9990597,60.0,1.56,37.42505,15.0,33.18059628,1.17,104.0,19.448,339.9671053,0.782416322,C3S1,-1.299360911,P.S.,2018,
HYDERABAD,Asifnagar,Himayanagar,17.397638,78.44525,4.83,7.17,1149.0,735.36,0.0,215.6713142,220.0,2.49,22.167145,24.0,164.4849717,2.1,72.0,9.724,219.9835526,4.821734384,C3S1,-0.086244769,P.S.,2018,
HYDERABAD,Asifnagar,Kulsanapur,17.374,78.437,6.18,7.26,1194.0,764.16,0.0,366.7292285,110.0,1.08,58.68425,21.0,101.9418385,16.74,96.0,29.172,359.9506579,2.336162993,C3S1,0.135571412,P.S.,2018,
HYDERABAD,Bandlaguda,Chandraingutta,17.333,78.484,9.78,7.05,1445.0,924.8,0.0,398.6932882,170.0,0.841,52.7051,33.0,94.40207972,3.56,160.0,29.172,519.9506579,1.800000642,C3S1,-2.425147394,P.S.,2018,
HYDERABAD,Charminar,Darul Shifa,17.381,78.485,5.65,7.58,779.0,498.56,0.0,275.0978692,60.0,0.794,10.164555,17.0,57.11590859,22.89,56.0,24.31,239.9588816,1.603100831,C3S1,0.702779753,P.S.,2018,
HYDERABAD,Maredpally,Maredpally(s),17.441,78.509,,6.96,1379.0,882.56,0.0,316.4927306,160.0,1.6,118.6972,43.0,80.16061447,1.7,168.0,24.31,519.9588816,1.528441078,C3S1,-4.069323019,P.S.,2018,
HYDERABAD,Nampally,Nampally,17.385,78.474,2.41,8.38,1231.0,787.84,40.0,346.3307385,120.0,1.23,38.31085,22.0,105.3718166,9.9,80.0,43.758,379.9259868,2.35042897,C3S1,0.128095032,P.S.,2018,
HYDERABAD,Saidabad,Juvinile home,17.361,78.508,4.43,7.48,839.0,536.96,0.0,227.687161,90.0,0.835,52.04075,18.0,78.69718452,9.89,64.0,19.448,239.9671053,2.20879547,C3S1,-0.245598886,P.S.,2018,
JAGITYAL,Dharmapuri,Dharmapuri,18.946944,79.101944,5.32,8.2,2227.0,1425.28,0.0,140.0,520.0,0.55,39.45836364,248.0,282.0,10.0,88.0,77.792,539.8684211,5.276881116,C3S1,-7.997368421,P.S.,2018,
JAGITYAL,Gollapalli,Gollapalli,18.7906,79.0522,4.44,8.27,776.0,496.64,0.0,100.0,150.0,0.91,63.21390909,73.0,85.0,6.0,24.0,48.62,259.9177632,2.292308735,C3S1,-3.198355263,P.S.,2018,
JAGITYAL,Ibrahimpatnam,Ibrahimpatnam,18.898611,78.579444,3.21,7.97,1140.0,729.6,0.0,190.0,110.0,1.53,77.30618182,148.0,135.0,7.0,40.0,38.896,259.9342105,3.640610452,C3S1,-1.398684211,P.S.,2018,
JAGITYAL,Jagityal,Jagityal,18.8252,78.8461,9.19,7.99,624.0,399.36,0.0,100.0,100.0,0.27,45.09527273,68.0,92.0,1.0,24.0,19.448,139.9671053,3.381014248,C2S1,-0.799342105,P.S.,2018,
JAGITYAL,Kathalapur,Kathalapur,18.752777,78.689722,7.57,7.92,1027.0,657.28,0.0,180.0,140.0,0.91,41.67286364,124.0,107.0,6.0,64.0,34.034,299.9424342,2.686191595,C3S1,-2.398848684,P.S.,2018,
JAGITYAL,Kodimal,Chepial,18.624722,78.935833,10.35,8.07,564.0,360.96,0.0,140.0,50.0,0.49,5.234272727,60.0,70.0,2.0,40.0,19.448,179.9671053,2.268682068,C2S1,-0.799342105,P.S.,2018,
JAGITYAL,Korutla,Korutla,18.818611,78.706388,6.08,8.21,1083.0,693.12,0.0,190.0,170.0,1.31,62.40863636,119.0,30.0,2.0,56.0,97.24,539.8355263,0.561387435,C3S1,-6.996710526,P.S.,2018,
JAGITYAL,Mallapur,Mallapur,18.9647,78.7064,6.42,8.19,973.0,622.72,0.0,200.0,100.0,1.15,62.81127273,100.0,165.0,14.0,48.0,5.0,120.0,6.548856666,C3S1,1.6,MR,2018,
JAGITYAL,Mallial,Nukapalli,18.7094,78.9222,8.53,8.33,1458.0,933.12,80.0,380.0,240.0,2.43,18.31995455,115.0,202.0,14.0,80.0,48.62,399.9177632,4.391755826,C3S1,1.201644737,P.S.,2018,
JAGITYAL,Metpalli,Metpalli,18.847777,78.620555,13.53,8.12,1234.0,789.76,0.0,310.0,140.0,2.89,22.74895455,86.0,165.0,45.0,24.0,34.034,199.9424342,5.073452757,C3S1,2.201151316,MR,2018,
JAGITYAL,Pegadapalli,Pegadapalli,18.706388,79.064444,3.47,8.17,1265.0,809.6,0.0,310.0,120.0,2.4,46.5045,41.0,200.0,13.0,24.0,38.896,219.9342105,5.863484282,C3S1,1.801315789,MR,2018,
JAGITYAL,Raikal,Raikal,18.910338,78.802852,2.7,7.97,742.0,474.88,0.0,90.0,120.0,1.22,43.68604545,100.0,52.0,4.0,64.0,29.172,279.9506579,1.351247058,C2S1,-3.799013158,P.S.,2018,
JAGITYAL,Sarangapur,Sarangapur,18.929722,78.958055,4.55,8.17,1087.0,695.68,0.0,140.0,150.0,2.25,82.54045455,122.0,112.0,2.0,56.0,38.896,299.9342105,2.811753112,C3S1,-3.198684211,P.S.,2018,
JAGITYAL,Velgatur,Velgatur,18.8353,79.1697,3.95,8.34,1057.0,676.48,50.0,200.0,150.0,0.71,62.81127273,115.0,114.0,4.0,56.0,58.344,379.9013158,2.542972223,C3S1,-2.598026316,P.S.,2018,
JANGAON,Bachannapet,Bachannapet,17.7908,79.0422,15.18,8.34,550.0,352.0,30.0,160.0,30.0,1.55,24.76213636,44.0,61.0,8.0,16.0,29.172,159.9506579,2.097050957,C2S1,0.600986842,P.S.,2018,
JANGAON,Devaruppula,Singarajupalli,17.5919,79.2738,10.95,8.07,1664.0,1064.96,0.0,230.0,230.0,0.65,177.16,152.0,188.0,8.0,80.0,58.344,439.9013158,3.897197208,C3S1,-4.198026316,P.S.,2018,
JANGAON,Jangaon,Jangaon,17.6973,79.1474,8.02,8.27,923.0,590.72,0.0,210.0,110.0,0.81,72.87718182,85.0,114.0,6.0,48.0,34.034,259.9424342,3.07424464,C3S1,-0.998848684,P.S.,2018,
JANGAON,Lingala ghanpur,Lingala ghanpur,17.6591,79.1997,10.15,8.45,1053.0,673.92,50.0,220.0,110.0,0.37,46.30318182,90.0,133.0,7.0,48.0,34.034,259.9424342,3.586618747,C3S1,0.201151316,P.S.,2018,
JANGAON,Palakurthi,Palakurthi,17.6691,79.4225,17.95,8.23,307.0,196.48,0.0,130.0,20.0,1.21,5.435590909,27.0,42.0,2.0,8.0,19.448,99.96710526,1.826387374,C2S1,0.600657895,P.S.,2018,
JANGAON,Raghunadhapalli,Raghunadhapalli,17.7647,79.2636,34.85,8.33,1280.0,819.2,30.0,270.0,150.0,1.36,43.08209091,105.0,136.0,3.0,56.0,53.482,359.9095395,3.116839172,C3S1,-1.198190789,P.S.,2018,
JANGAON,Zafergad,Zafergad,17.7651,79.487,12.06,8.14,1857.0,1188.48,0.0,260.0,340.0,0.2,26.574,171.0,214.0,12.0,80.0,63.206,459.8930921,4.338678745,C3S1,-3.997861842,P.S.,2018,
JOGULAMBA(GADWAL),Alampur,Alampur,15.896441,78.121104,3.09,8.52,3290.0,2105.6,40.0,430.7977641,720.0,0.65,1.06296,136.0,714.8001947,5.9,32.0,4.862,99.99177632,31.0795473,C4S4,7.416119755,U.S.,2018,
JOGULAMBA(GADWAL),Dharoor,Dharoor,16.224385,77.678908,24.01,7.98,2000.0,1280.0,0.0,356.3603859,340.0,2.52,149.92165,32.0,92.84248259,6.6,56.0,160.446,799.7286184,1.427406237,C3S1,-8.867364649,P.S.,2018,
JOGULAMBA(GADWAL),Dharoor,Neelahally,16.265211,77.641794,21.17,7.72,2120.0,1356.8,0.0,382.9369833,390.0,1.04,21.812825,95.0,196.2029156,3.3,112.0,87.516,639.8519737,3.372390552,C3S1,-5.138299807,P.S.,2018,
JOGULAMBA(GADWAL),Gadwal,Gadwal,16.2326,77.8021,4.58,7.69,2890.0,1849.6,0.0,414.942978,600.0,0.45,68.2066,110.0,218.734442,3.3,120.0,165.308,979.7203947,3.038353229,C4S1,-11.29554833,P.S.,2018,
JOGULAMBA(GADWAL),Gattu,Gattu,16.1287,77.5757,4.88,8.3,1304.0,834.56,20.0,275.9653557,190.0,0.616,77.9504,18.0,44.22634977,1.89,184.0,24.31,559.9588816,0.812596957,C3S1,-5.279870517,P.S.,2018,
JOGULAMBA(GADWAL),Ieeza,Ieeza,16.01518,77.671609,21.05,8.4,2780.0,1779.2,40.0,664.1472968,370.0,0.719,134.6416,40.0,568.3305615,6.6,24.0,24.31,159.9588816,19.53750018,C4S4,10.8837683,U.S.,2018,
JOGULAMBA(GADWAL),K-T Doddi,Kondapur,16.0701,77.8315,4.23,7.92,1266.0,810.24,0.0,193.934322,180.0,0.46,183.13915,30.0,100.0220632,1.53,104.0,38.896,419.9342105,2.122156188,C3S1,-4.519997771,P.S.,2018,
JOGULAMBA(GADWAL),K-T Doddi,Kuchinerla,16.179,77.526,9.09,7.98,583.0,373.12,0.0,198.3671489,30.0,0.95,46.5045,10.0,24.83216741,0.37,56.0,24.31,239.9588816,0.696976888,C2S1,-0.831834654,P.S.,2018,
JOGULAMBA(GADWAL),Maldakal,Maldakal,16.129667,77.687599,3.5,7.91,1649.0,1055.36,0.0,300.5375921,260.0,3.08,153.90775,24.0,106.2358424,1.56,48.0,116.688,599.8026316,1.885988528,C3S1,-5.98530079,P.S.,2018,
JOGULAMBA(GADWAL),Manopad,Manopad,15.9656,77.9533,13.95,7.81,3380.0,2163.2,0.0,575.9846386,570.0,0.88,154.5721,162.0,589.2740193,51.6,32.0,68.068,359.8848684,13.50540662,C4S3,4.321995404,U.S.,2018,
JOGULAMBA(GADWAL),Waddepalli,Santhinagar,15.94,77.839,6.65,8.24,3260.0,2086.4,0.0,553.2378092,550.0,0.99,126.00505,176.0,409.5295499,12.7,80.0,131.274,739.7779605,6.546462941,C4S2,-3.730803026,P.S.,2018,
KAMAREDDY,Bansawada,Bansawada,18.393,77.879,4.5,8.21,1685.0,1078.4,0.0,489.7614248,80.0,4.9,108.5105,138.25,279.7578626,2.2,40.0,34.034,239.9424342,7.852373252,C3S1,4.996379813,U.S.,2018,
KAMAREDDY,Bhiknoor,Bhiknoor,18.196,78.399,22.39,8.04,1509.0,965.76,0.0,368.4292466,200.0,1.16,92.5661,21.0,87.94870116,8.57,120.0,63.206,559.8930921,1.616028589,C3S1,-3.829276909,P.S.,2018,
KAMAREDDY,Bhiknoor,P.D.Mallareddy,18.173,78.453,32.11,7.48,923.0,590.72,0.0,300.8101093,50.0,1.06,65.1063,31.75,75.48433963,1.63,56.0,38.896,299.9342105,1.895029704,C3S1,0.017517975,P.S.,2018,
KAMAREDDY,Bibipet,Bibipet,18.205,78.523,30.83,7.31,1059.0,677.76,0.0,235.1172326,150.0,1.12,80.38635,12.25,33.46075998,1.69,80.0,63.206,459.8930921,0.678390131,C3S1,-4.49551719,P.S.,2018,
KAMAREDDY,BICHKUNDA,Pulkal,18.399,77.767,5.32,7.23,1305.0,835.2,0.0,249.0475642,220.0,1.05,77.5075,23.25,79.92125619,4.17,144.0,29.172,479.9506579,1.586120469,C3S1,-4.618061875,P.S.,2018,
KAMAREDDY,Domakonda,Domakonda,18.25,78.436,30.32,7.64,1185.0,758.4,0.0,272.8950739,170.0,1.67,70.4211,16.5,107.3902156,3.93,88.0,34.034,359.9424342,2.461049525,C3S1,-1.740947206,P.S.,2018,
KAMAREDDY,Gandhari,Gandhari,18.396,78.107,19.82,7.85,980.0,627.2,0.0,391.4417759,50.0,1.74,12.246185,12.75,70.54645356,1.28,40.0,58.344,339.9013158,1.663684335,C3S1,1.030809203,P.S.,2018,
KAMAREDDY,Gandhari,Sarvapoor,18.3647,77.9851,14.83,7.79,985.0,630.4,0.0,333.3975339,70.0,1.62,52.97084,12.25,80.46929257,2.0,64.0,38.896,319.9342105,1.956014214,C3S1,0.269266468,P.S.,2018,
KAMAREDDY,Jukkal,Jukkal,18.364,77.604,7.42,7.32,3590.0,2297.6,0.0,552.000145,720.0,2.98,143.9425,90.0,409.1738344,190.5,112.0,97.24,679.8355263,6.823042712,C4S1,-2.556707626,P.S.,2018,
KAMAREDDY,Kamareddy,Adloor,18.3438,78.3435,22.15,7.8,624.0,399.36,0.0,189.9100716,60.0,2.01,34.5462,6.25,42.2707476,2.53,80.0,4.862,219.9917763,1.239107169,C2S1,-0.601634094,P.S.,2018,
KAMAREDDY,Kamareddy,Narasannapally,18.2686,78.3617,23.75,7.52,935.0,598.4,0.0,306.5545796,80.0,2.8,33.88185,15.5,77.92151393,2.2,88.0,19.448,299.9671053,1.956107552,C3S1,0.131749487,P.S.,2018,
KAMAREDDY,Lingampet,Bhavanipet,18.2791,78.058,7.63,7.45,1218.0,779.52,0.0,380.2096233,100.0,1.34,81.9365,15.0,106.1481337,3.44,88.0,38.896,379.9342105,2.367719913,C3S1,0.005508256,P.S.,2018,
KAMAREDDY,Machareddy,Machareddy,18.329,78.493,12.74,7.2,522.0,334.08,0.0,205.3209584,30.0,0.97,5.602685,6.0,19.47194868,1.02,64.0,14.586,219.9753289,0.570813969,C2S1,-0.29308741,P.S.,2018,
KAMAREDDY,Maddnur,Menoor,18.483,77.652,12.76,7.81,684.0,437.76,0.0,231.7319922,40.0,0.56,50.9335,9.0,45.93396045,4.37,72.0,14.586,239.9753289,1.289207307,C2S1,-0.164866735,P.S.,2018,
KAMAREDDY,Nagireddipet,Malthummeda,18.114,78.142,18.65,7.32,940.0,601.6,0.0,328.9507106,80.0,1.5,17.250955,9.25,51.24898723,2.63,72.0,43.758,359.9259868,1.174494127,C3S1,-0.619505526,P.S.,2018,
KAMAREDDY,Nasurullabad,Nasurullabad,18.468,77.873,2.49,7.32,881.0,563.84,0.0,353.1889565,40.0,1.5,14.460685,14.25,65.56554923,1.88,88.0,19.448,299.9671053,1.645928827,C3S1,1.064437024,P.S.,2018,
KAMAREDDY,Nizamsagar,Mohammadnagar,18.293098,77.908661,2.82,7.45,639.0,408.96,0.0,225.4979664,50.0,0.6,15.169325,7.75,37.77247864,0.48,64.0,19.448,239.9671053,1.060160922,C2S1,-0.289382777,P.S.,2018,
KAMAREDDY,Rajampet,Argonda,18.234,78.272,14.45,7.69,685.0,438.4,0.0,293.493258,20.0,1.37,8.63655,10.0,47.25617918,2.53,56.0,24.31,239.9588816,1.326362864,C2S1,1.070687528,P.S.,2018,
KAMAREDDY,RAMAREDDY,Reddypet,18.409,78.417,15.3,7.32,959.0,613.76,0.0,300.531409,100.0,1.1,39.19665,1.5,65.10218026,2.21,80.0,34.034,339.9424342,1.535200161,C3S1,-0.788220504,P.S.,2018,
KAMAREDDY,Sadasivanagar,Sadasivanagar,18.406,78.264,7.89,7.35,600.0,384.0,0.0,171.8470359,60.0,1.7,35.432,11.5,27.65815402,2.26,80.0,9.724,239.9835526,0.776255367,C2S1,-1.362730335,P.S.,2018,
KAMAREDDY,Tadwai,Yerrapahad,18.293,78.223,3.32,8.02,1020.0,652.8,0.0,254.9079567,100.0,0.98,106.7389,22.0,52.25441718,1.24,80.0,48.62,399.9177632,1.136082382,C3S1,-2.90019613,P.S.,2018,
KARIMNAGAR,Choppadandi,Rukmapur,18.5334,79.1461,12.28,8.16,443.0,283.52,0.0,160.0,20.0,0.29,31.003,32.0,57.0,3.0,16.0,19.448,119.9671053,2.262642445,C2S1,0.800657895,P.S.,2018,
KARIMNAGAR,Gangadhara,Gangadhara,18.579444,79.008888,14.9,8.25,722.0,462.08,0.0,220.0,70.0,1.04,31.40563636,51.0,89.0,5.0,32.0,29.172,199.9506579,2.736533392,C2S1,0.400986842,P.S.,2018,
KARIMNAGAR,Huzurabad,Huzurabad,18.189488,79.407573,6.88,8.07,666.0,426.24,0.0,180.0,50.0,0.74,45.49790909,56.0,75.0,4.0,24.0,29.172,179.9506579,2.430841869,C2S1,0.000986842,P.S.,2018,
KARIMNAGAR,Saidapur,Saidapur,18.2148,79.305174,11.68,8.24,872.0,558.08,0.0,170.0,80.0,1.28,142.3319545,66.0,114.0,2.0,32.0,34.034,219.9424342,3.342123558,C3S1,-0.998848684,P.S.,2018,
KARIMNAGAR,Thimmapur,Alugunur,18.400873,79.151234,5.81,8.27,352.0,225.28,0.0,120.0,20.0,0.87,20.73577273,32.0,44.0,4.0,16.0,14.586,99.97532895,1.913279506,C2S1,0.400493421,P.S.,2018,
KHAMMAM,Bonakal,Mustikunta,17.040809,80.223141,1.38,7.25,2430.0,1555.2,0.0,416.512779,400.0,0.66,221.45,42.0,129.4793928,4.7,48.0,199.342,939.6628289,1.8364825,C4S1,-10.463001,P.S.,2018,
KHAMMAM,Kallur,Kallur,17.21,80.5467,2.6,8.25,1014.0,648.96,0.0,162.1474986,190.0,1.14,62.006,21.0,100.3156578,11.0,40.0,43.758,279.9259868,2.606869437,C3S1,-2.355569765,P.S.,2018,
KHAMMAM,Kamepalli,Kothalingala,17.429453,80.237801,5.63,8.4,940.0,601.6,40.0,171.8690718,120.0,0.83,86.3655,14.0,84.85990054,8.0,104.0,4.862,279.9917763,2.204966748,C3S1,-1.36245409,P.S.,2018,
KHAMMAM,Khammam (R ),M.V.Palem,17.2967,80.0969,2.85,7.43,2530.0,1619.2,0.0,474.2730924,380.0,1.1,243.595,44.0,168.6257531,8.8,184.0,106.964,899.8190789,2.444097167,C4S1,-8.510919731,P.S.,2018,
KHAMMAM,Khammam(U),Khammam I,17.2333,80.1333,1.05,7.8,1092.0,698.88,0.0,405.2368415,80.0,2.03,12.4012,12.0,94.36825248,5.0,56.0,48.62,339.9177632,2.225415695,C3S1,1.306381567,MR,2018,
KHAMMAM,Khammam(U),Khammam-II,17.2525,80.1436,2.01,8.17,1435.0,918.4,0.0,420.2476493,150.0,1.18,66.435,24.0,125.7870809,8.9,24.0,92.378,439.84375,2.607708184,C3S1,-0.391922015,P.S.,2018,
KHAMMAM,Konijerla,Konijerla,17.2211,80.2908,2.12,7.75,1100.0,704.0,0.0,293.9329627,130.0,1.18,57.577,20.0,60.61068885,3.0,72.0,58.344,419.9013158,1.286020128,C3S1,-2.519367062,P.S.,2018,
KHAMMAM,Kusumanchi,Kusumanchi,17.2208,79.9583,7.9,7.69,1030.0,659.2,0.0,231.7532008,130.0,1.12,93.009,19.0,35.72279257,2.0,112.0,38.896,439.9342105,0.740497673,C3S1,-4.163620195,P.S.,2018,
KHAMMAM,Mudigonda,Mudigonda,17.1875,80.0986,1.65,7.97,1055.0,675.2,0.0,287.2857324,90.0,1.09,110.725,18.0,48.39248297,6.0,72.0,58.344,419.9013158,1.026777757,C3S1,-2.652311667,P.S.,2018,
KHAMMAM,Sathupalli,Prakashnagar,17.1942,80.8942,38.25,7.84,695.0,444.8,0.0,211.7210458,70.0,0.88,27.4598,11.0,40.70985836,2.0,24.0,48.62,259.9177632,1.097877222,C2S1,-0.963934346,P.S.,2018,
KHAMMAM,Thallada,Anjanapuram,17.2147,80.4625,5.61,7.86,1705.0,1091.2,0.0,470.8198856,220.0,1.52,35.432,33.0,164.0807686,3.5,56.0,87.516,499.8519737,3.190870214,C3S1,-0.580641762,P.S.,2018,
KHAMMAM,Thirumalayapalem,Bachode,17.2997,79.9006,3.85,7.7,1725.0,1104.0,0.0,517.0686891,190.0,0.74,53.148,25.0,102.3019911,7.0,40.0,131.274,639.7779605,1.758496923,C3S1,-2.454185429,P.S.,2018,
KHAMMAM,Thirumalayapalem,Tirumalayapalem,17.317454,80.050896,2.55,7.75,1412.0,903.68,0.0,232.708683,160.0,0.7,263.5255,27.0,115.8534108,1.0,112.0,43.758,459.9259868,2.348751193,C3S1,-4.544346076,P.S.,2018,
KHAMMAM,Vemsur,Vemsur,17.1442,80.805,2.75,8.22,922.0,590.08,0.0,174.4241532,130.0,0.73,95.2235,21.0,103.5167455,0.5,32.0,38.896,239.9342105,2.905605748,C3S1,-1.310201147,P.S.,2018,
KHAMMAM,Yerrupalem,Banigandlapadu,16.86,80.48,16.1,7.75,967.0,618.88,0.0,388.2618294,20.0,1.19,64.2205,10.0,22.00807446,0.5,32.0,87.516,439.8519737,0.456247963,C3S1,-1.031802885,P.S.,2018,
KUMURAM BHEEM,Asifabad,Asifabad,19.359617,79.286065,20.3,7.98,1285.0,822.4,0.0,420.0,70.0,1.42,28.98981818,125.0,200.0,2.0,24.0,43.758,239.9259868,5.613885037,C3S1,3.601480263,U.S.,2018,
KUMURAM BHEEM,Kagaznagar,Kagaznagar,19.355709,79.496997,4.2,8.02,612.0,391.68,0.0,160.0,40.0,1.04,53.34931818,59.0,74.0,2.0,24.0,24.31,159.9588816,2.543898061,C2S1,0.000822368,P.S.,2018,
