district,mandal,village,lat_gis,long_gis,gwl,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1,year,temp_id
KHAMMAM,Thallada,Anjanapuram,17.2147,80.4625,1.37,9.04,2615.0,1673.6,50.0,850.0,170.0,7.7,59.7915,83.0,560.0,6.5,16.0,4.862,59.99177632,31.43506266,C4S4,16.80016447,U.S.,2020,
KHAMMAM,Thirumalayapalem,Bachode,17.2997,79.9006,1.05,8.36,917.0,586.88,20.0,300.0,80.0,0.6,10.27528,14.0,90.01,8.17,32.0,43.758,259.9259868,2.427381708,C3S1,1.201480263,P.S.,2020,
KHAMMAM,Thirumalayapalem,Tirumalayapalem,17.317454,80.050896,1.28,8.07,2903.0,1857.92,0.0,270.0,320.0,1.16,797.22,46.0,238.7,8.1,96.0,155.584,879.7368421,3.499034246,C4S1,-12.19473684,P.S.,2020,
KHAMMAM,Vemsur,Vemsur,17.1442,80.805,1.35,8.5,660.0,422.4,30.0,160.0,80.0,0.35,18.46893,5.0,56.0,4.07,56.0,14.586,199.9753289,1.721757491,C2S1,-0.199506579,P.S.,2020,
KHAMMAM,Yerrupalem,Banigandlapadu,16.86,80.48,4.11,8.58,1560.0,998.4,10.0,380.0,110.0,1.21,349.4481,19.5,78.63,0.55,40.0,140.998,679.7615132,1.311239893,C3S1,-5.795230263,P.S.,2020,
KUMURAM BHEEM,Asifabad,Asifabad,19.359617,79.286065,17.19,7.98,916.0,586.24,0.0,360.0,60.0,1.26,22.145,22.75,129.0,8.0,64.0,9.724,199.9835526,3.966109813,C3S1,3.200328947,U.S.,2020,
KUMURAM BHEEM,Kagaznagar,Kagaznagar,19.355709,79.496997,3.82,8.32,699.0,447.36,20.0,260.0,50.0,0.93,38.85440909,12.0,96.0,7.0,56.0,9.724,179.9835526,3.111193244,C2S1,2.000328947,MR,2020,
KUMURAM BHEEM,Kerameri,Kerameri,19.444,79.05625,8.84,7.11,681.0,435.84,0.0,220.0,40.0,0.27,45.49790909,6.0,80.0,5.0,48.0,4.862,139.9917763,2.939753316,C2S1,1.600164474,MR,2020,
KUMURAM BHEEM,Kowthala,Kowthala,19.5219,79.7324,3.65,7.09,356.0,227.84,0.0,80.0,30.0,0.29,13.48831818,3.25,7.0,2.0,24.0,14.586,119.9753289,0.277858847,C2S1,-0.799506579,P.S.,2020,
KUMURAM BHEEM,Rebbena,Rebbena II,19.257,79.415972,5.78,7.67,777.0,497.28,0.0,300.0,70.0,1.66,13.287,10.25,102.0,4.0,72.0,4.862,199.9917763,3.135929329,C3S1,2.000164474,MR,2020,
KUMURAM BHEEM,Tiryani,Tiryani,19.174472,79.27225,,7.98,594.0,380.16,0.0,240.0,40.0,0.68,12.48172727,4.5,23.0,3.0,80.0,14.586,259.9753289,0.620203099,C2S1,-0.399506579,P.S.,2020,
MAHABUBABAD,Dhantalapally,Dhantalapally,17.5147,79.7347,1.02,7.88,1798.0,1150.72,0.0,390.0,240.0,1.58,87.97604545,24.5,172.0,5.0,64.0,77.792,479.8684211,3.413811408,C3S1,-1.797368421,P.S.,2020,
MAHABUBABAD,Dornakal,Mannegudem,17.374115,80.043883,2.56,8.29,1745.0,1116.8,0.0,340.0,180.0,1.26,177.5626364,55.75,180.0,10.0,56.0,68.068,419.8848684,3.819262925,C3S1,-1.597697368,P.S.,2020,
MAHABUBABAD,Kesamudram,Kesamudram,17.6816,79.9069,2.5,8.05,1743.0,1115.52,0.0,470.0,150.0,0.74,165.4835455,33.25,180.0,6.0,64.0,77.792,479.8684211,3.572593334,C3S1,-0.197368421,P.S.,2020,
MAHABUBABAD,Koravi,Ayyagaripally,17.503,79.9886,5.74,8.14,539.0,344.96,0.0,160.0,60.0,0.27,7.247454545,16.5,49.0,2.0,40.0,14.586,159.9753289,1.684386446,C2S1,0.000493421,P.S.,2020,
MAHABUBABAD,Mahabubabad,Mahabubabad,17.5983,80.0011,1.26,8.02,1135.0,726.4,0.0,430.0,50.0,3.61,29.39245455,27.5,118.0,4.0,48.0,48.62,319.9177632,2.868368827,C3S1,2.201644737,MR,2020,
MAHABUBABAD,Marripeda,Marripeda,17.3852,79.8941,2.6,8.28,546.0,349.44,0.0,130.0,50.0,0.36,6.442181818,22.0,41.0,1.0,32.0,14.586,139.9753289,1.506712087,C2S1,-0.199506579,P.S.,2020,
MAHABUBABAD,Nellikudur,Nellikudur,17.5897,79.7597,1.45,8.16,1150.0,736.0,0.0,410.0,60.0,2.16,61.80468182,20.75,119.0,4.0,48.0,48.62,319.9177632,2.892677037,C3S1,1.801644737,MR,2020,
MAHABUBABAD,Torrur,Torrur,17.5836,79.6611,2.35,8.2,510.0,326.4,0.0,140.0,50.0,0.28,4.831636364,16.25,33.0,1.0,32.0,19.448,159.9671053,1.134411867,C2S1,-0.399342105,P.S.,2020,
MAHABUBNAGAR,Bhoothpur,Elkicherla,16.623,78.116,3.21,8.98,820.0,524.8,80.0,180.0,80.0,0.66,32.19883,19.0,92.0,1.27,24.0,38.896,219.9342105,2.69720277,C3S1,0.801315789,P.S.,2020,
MAHABUBNAGAR,CC Kunta,Damagnapur,16.4997,77.7554,0.93,8.4,3192.0,2042.88,30.0,440.0,430.0,1.85,469.0311,65.0,406.0,106.0,88.0,82.654,559.8601974,7.460336229,C4S2,-1.797203947,P.S.,2020,
MAHABUBNAGAR,CC Kunta,Kurumurthy,16.441442,77.816757,10.47,8.16,1037.0,663.68,0.0,190.0,170.0,1.35,68.02944,19.0,73.0,14.67,88.0,29.172,339.9506579,1.721420938,C3S1,-2.999013158,P.S.,2020,
MAHABUBNAGAR,CC Kunta,Thirmalapur,16.48271,77.824269,0.52,8.62,884.0,565.76,50.0,250.0,90.0,1.63,3.05601,22.0,135.0,5.9,24.0,24.31,159.9588816,4.640895111,C3S1,2.800822368,U.S.,2020,
MAHABUBNAGAR,Devarkadara,Devarakadra,16.6058,77.832836,7.29,8.92,957.0,612.48,70.0,380.0,30.0,2.21,0.97438,10.0,161.0,0.5,24.0,24.31,159.9588816,5.534697132,C3S1,5.800822368,U.S.,2020,
MAHABUBNAGAR,Hanwada,Hanwada,16.808381,77.897252,3.17,8.39,1466.0,938.24,20.0,230.0,290.0,0.44,52.21791,20.0,84.0,2.8,152.0,43.758,559.9259868,1.543427159,C3S1,-6.198519737,P.S.,2020,
MAHABUBNAGAR,Jadcherla,Jadcherla,16.774181,78.122404,9.92,7.98,1284.0,821.76,0.0,270.0,190.0,1.61,55.8054,30.0,116.0,1.96,80.0,43.758,379.9259868,2.587501755,C3S1,-2.198519737,P.S.,2020,
MAHABUBNAGAR,Koilkonda,Dammaipally,16.759993,77.89946,1.28,8.6,491.0,314.24,50.0,140.0,50.0,0.62,7.04211,7.0,44.0,2.76,56.0,9.724,179.9835526,1.42596357,C2S1,0.200328947,P.S.,2020,
MAHABUBNAGAR,Mahabubnagar (R) ,Kodur,16.68,77.924,6.03,8.32,1349.0,863.36,10.0,300.0,190.0,1.06,81.0507,17.0,164.0,7.9,56.0,38.896,299.9342105,4.117209914,C3S1,0.201315789,P.S.,2020,
MAHABUBNAGAR,Mahabubnagar(U),Yenugonda,16.761294,78.020981,5.97,8.21,1980.0,1267.2,0.0,360.0,320.0,1.07,162.1014,36.0,155.0,3.59,160.0,63.206,659.8930921,2.623415445,C3S1,-5.997861842,P.S.,2020,
MAHABUBNAGAR,Midjil,Kothapalli,16.7506,78.2315,3.58,8.46,3349.0,2143.36,30.0,490.0,690.0,0.83,181.589,65.0,413.0,2.3,40.0,184.756,859.6875,6.124235881,C4S2,-6.79375,P.S.,2020,
MAHABUBNAGAR,Nawabpet,Nawabpet,16.888,78.0239,4.18,8.42,1566.0,1002.24,30.0,150.0,370.0,0.85,34.1033,28.0,182.0,5.2,72.0,43.758,359.9259868,4.170968884,C3S1,-3.598519737,P.S.,2020,
MANCHERIAL,Bellampally,Bellampally I,19.072027,79.503111,12.85,8.01,923.0,590.72,0.0,300.0,120.0,0.46,24.15818182,14.0,57.0,2.0,96.0,34.034,379.9424342,1.271417308,C3S1,-1.598848684,P.S.,2020,
MANCHERIAL,Chennur,Chennur I,18.852222,79.780222,5.38,8.02,771.0,493.44,0.0,280.0,100.0,0.85,10.66986364,11.5,75.0,4.0,96.0,9.724,279.9835526,1.948799535,C3S1,0.000328947,P.S.,2020,
MANCHERIAL,Jaipur,Jaipur,18.844277,79.579972,1.77,8.19,1726.0,1104.64,0.0,460.0,260.0,1.95,0.805272727,66.0,205.0,5.0,88.0,68.068,499.8848684,3.986493218,C3S1,-0.797697368,P.S.,2020,
MANCHERIAL,Mandamarri,Mandamarri,18.978679,79.477854,3.53,8.23,1327.0,849.28,0.0,400.0,150.0,0.54,6.240863636,53.25,175.0,8.0,104.0,9.724,299.9835526,4.393002907,C3S1,2.000328947,MR,2020,
MANCHERIAL,Tandur,Tandur ,19.157871,79.456254,8.18,8.05,392.0,250.88,0.0,150.0,20.0,0.34,9.260636364,4.25,13.0,2.0,40.0,14.586,159.9753289,0.446878037,C2S1,-0.199506579,P.S.,2020,
MANCHERIAL,Vemanpally,Neelwai,19.04799,79.81505,0.48,8.21,540.0,345.6,0.0,260.0,30.0,0.65,0.201318182,5.25,58.0,3.0,56.0,9.724,179.9835526,1.879679252,C2S1,1.600328947,MR,2020,
MEDAK,Chegunta,Chegunta,17.9341,78.5186,5.55,7.54,990.0,633.6,0.0,340.0,100.0,2.16,16.56446,9.0,104.57,3.18,64.0,29.172,279.9506579,2.717305863,C3S1,1.200986842,P.S.,2020,
MEDAK,Havelighanpur,Mutayapally,18.0845,78.2189,2.7,7.93,809.0,517.76,0.0,270.0,90.0,0.86,17.76029,14.75,86.0,2.0,72.0,14.586,239.9753289,2.413722381,C3S1,0.600493421,P.S.,2020,
MEDAK,Kulcharam,Rangampet,17.9451,78.1176,14.9,7.74,972.0,622.08,0.0,360.0,100.0,0.61,10.36386,12.625,85.4,2.39,80.0,34.034,339.9424342,2.013851045,C3S1,0.401151316,P.S.,2020,
MEDAK,Medak,Medak,18.0528,78.2708,9.0,7.1,2250.0,1440.0,0.0,430.0,440.0,0.81,57.22268,34.7,241.0,2.1,160.0,48.62,599.9177632,4.278025273,C4S1,-3.398355263,P.S.,2020,
MEDAK,Narasapur,Narasapur,17.735,78.2819,13.0,6.97,1454.0,930.56,0.0,320.0,230.0,0.57,99.2096,18.875,85.0,2.32,128.0,58.344,559.9013158,1.5618357,C3S1,-4.798026316,P.S.,2020,
MEDAK,Narasapur,Reddypally,17.7856,78.2633,10.9,7.24,1610.0,1030.4,0.0,460.0,230.0,1.18,17.716,24.0,165.0,5.0,104.0,48.62,459.9177632,3.345153233,C3S1,0.001644737,P.S.,2020,
MEDAK,Papannapet,Papannapet,18.04217,78.085354,5.25,7.35,1301.0,832.64,0.0,500.0,80.0,0.68,39.01949,26.0,51.3,1.87,104.0,72.93,559.8766447,0.942634549,C3S1,-1.197532895,P.S.,2020,
MEDAK,Shankarampet ,Gavvalapalli,18.0517,77.9172,3.1,7.67,1067.0,682.88,0.0,320.0,120.0,1.71,27.68125,16.5,82.45,0.83,80.0,38.896,359.9342105,1.889518988,C3S1,-0.798684211,P.S.,2020,
MEDAK,Shankarampet R,Shankarampet,17.971,78.372,6.65,7.86,3044.0,1948.16,0.0,470.0,550.0,1.01,223.2216,38.75,349.6,2.9,232.0,29.172,699.9506579,5.745262481,C4S1,-4.599013158,P.S.,2020,
MEDAK,Shivampet,Shivampet,17.7863,78.37,20.0,7.56,1693.0,1083.52,0.0,460.0,250.0,1.1,22.145,16.75,99.32,2.37,152.0,63.206,639.8930921,1.70708507,C3S1,-3.597861842,P.S.,2020,
MEDAK,Shivampet,Gudur,17.7817,78.3674,19.8,7.42,2802.0,1793.28,0.0,430.0,530.0,0.89,217.021,33.5,151.6,6.5,264.0,97.24,1059.835526,2.02466012,C4S1,-12.59671053,P.S.,2020,
MEDAK,Shivampet,Usrikapally,17.8211,78.3949,12.0,7.63,1664.0,1064.96,0.0,390.0,280.0,1.28,20.55056,20.5,191.7,2.1,72.0,58.344,419.9013158,4.067435353,C3S1,-0.598026316,P.S.,2020,
MEDAK,Tekmal,Tekmal,17.9754,78.0304,9.85,7.45,1282.0,820.48,0.0,470.0,110.0,0.6,21.56923,10.0,79.78,1.07,88.0,63.206,479.8930921,1.583412054,C3S1,-0.197861842,P.S.,2020,
MEDAK,Toopran,Islampur,17.8772,78.4746,1.85,7.22,1734.0,1109.76,0.0,310.0,320.0,1.36,79.722,24.25,103.81,1.71,160.0,58.344,639.9013158,1.7842465,C3S1,-6.598026316,P.S.,2020,
MEDAK,Toopran,Toopran,17.8413,78.4775,4.55,7.16,1837.0,1175.68,0.0,330.0,340.0,0.49,85.0368,22.5,105.87,3.08,200.0,43.758,679.9259868,1.765282667,C3S1,-6.998519737,P.S.,2020,
MEDAK,Yeldurthy,Edulapally,17.9672,78.3492,7.8,7.74,942.0,602.88,0.0,270.0,120.0,0.84,46.9474,15.5,61.37,1.71,96.0,29.172,359.9506579,1.406393341,C3S1,-1.799013158,P.S.,2020,
MEDAK,Yeldurthy,Kukunoor,17.9146,78.3208,3.75,7.52,2683.0,1717.12,0.0,400.0,480.0,1.13,221.0071,38.5,118.0,2.43,200.0,131.274,1039.777961,1.591050145,C4S1,-12.79555921,P.S.,2020,
MEDAK,Yeldurthy,Ramayapally,17.9453,78.3213,3.75,7.85,690.0,441.6,0.0,260.0,50.0,0.79,17.716,8.75,35.73,1.41,48.0,38.896,279.9342105,0.928489917,C2S1,-0.398684211,P.S.,2020,
MEDCHAL,Alwal,Old Alwal,17.494,78.508,5.0,7.97,1320.0,844.8,0.0,250.0,190.0,1.99,144.8283,22.0,85.0,4.76,144.0,29.172,479.9506579,1.686913423,C3S1,-4.599013158,P.S.,2020,
MEDCHAL,Balanagar,Balanagar 1,17.47,78.45,3.7,8.19,1446.0,925.44,0.0,450.0,190.0,1.74,13.287,20.0,218.0,1.5,40.0,43.758,279.9259868,5.665093063,C3S1,3.401480263,U.S.,2020,
MEDCHAL,Kukatpally,Kaithalapur,17.47,78.4,2.34,8.16,389.0,248.96,0.0,150.0,30.0,1.19,0.3,9.0,17.8,4.7,32.0,19.448,159.9671053,0.611894886,C2S1,-0.199342105,P.S.,2020,
MEDCHAL,Kukatpally,Kukatpally 1,17.481,78.397,4.12,7.8,444.0,284.16,0.0,130.0,60.0,0.83,1.01867,6.75,28.0,4.93,24.0,24.31,159.9588816,0.962556023,C2S1,-0.599177632,P.S.,2020,
MEDCHAL,Malkajgiri,Malkajgiri,17.449,78.535,9.7,7.18,4644.0,2972.16,0.0,310.0,1000.0,1.3,528.8226,50.0,148.0,5.4,592.0,97.24,1879.835526,1.484136865,C4S1,-31.39671053,P.S.,2020,
MEDCHAL,Qutubullapur,Gajularamaram 2,17.53,78.42,1.33,8.04,927.0,593.28,0.0,350.0,60.0,0.94,29.85146,13.25,101.0,1.51,48.0,34.034,259.9424342,2.723672883,C3S1,1.801151316,MR,2020,
MEDCHAL,Qutubullapur,Shapurnagar,17.54,78.44,,7.79,1980.0,1267.2,0.0,620.0,200.0,0.91,66.0,40.0,224.0,4.1,112.0,63.206,539.8930921,4.191469371,C3S1,1.602138158,MR,2020,
MULUGU,Eturu Nagaram,Eturu Nagaram (D),18.359652,80.440017,10.67,7.94,344.0,220.16,0.0,150.0,20.0,0.18,3.019772727,3.0,6.0,1.0,48.0,14.586,179.9753289,0.19445402,C2S1,-0.599506579,P.S.,2020,
MULUGU,Eturu Nagaram,Eturu Nagaram (S),18.3374,80.4232,11.16,7.09,342.0,218.88,0.0,110.0,40.0,0.2,3.825045455,3.75,19.0,4.0,32.0,14.586,139.9753289,0.698232431,C2S1,-0.599506579,P.S.,2020,
MULUGU,Govindaraopet,Pasra,18.207438,80.171524,2.62,7.67,1197.0,766.08,0.0,280.0,40.0,1.51,15.5015,29.75,76.0,10.0,48.0,43.758,299.9259868,1.908001483,C3S1,-0.398519737,P.S.,2020,
MULUGU,Govindaraopet,Project Nagar,18.2616,80.1944,2.38,8.22,672.0,430.08,0.0,200.0,80.0,0.86,7.448772727,24.5,75.0,33.0,56.0,19.448,219.9671053,2.198642191,C2S1,-0.399342105,P.S.,2020,
NAGARKURNOOL,Amarabad,Domalapenta,16.211577,78.87839,2.12,6.47,1585.0,1014.4,0.0,220.0,260.0,0.19,190.447,30.0,103.0,61.0,144.0,29.172,479.9506579,2.044142148,C3S1,-5.199013158,P.S.,2020,
NAGARKURNOOL,Balmur,Balmur,16.331127,78.566382,10.47,7.01,1162.0,743.68,0.0,370.0,150.0,0.46,3.67607,11.0,25.0,62.0,160.0,9.724,439.9835526,0.518195875,C3S1,-1.399671053,P.S.,2020,
NAGARKURNOOL,Bijinepalli,Bijinepalli,16.535278,78.196422,8.77,7.41,1620.0,1036.8,0.0,380.0,200.0,0.68,221.45,25.0,98.0,3.0,200.0,34.034,639.9424342,1.684332332,C3S1,-5.198848684,P.S.,2020,
NAGARKURNOOL,Kalwakuthy,Kalwakuthy,16.667,78.488,8.75,7.1,2175.0,1392.0,0.0,390.0,370.0,1.22,190.447,30.0,116.0,4.0,208.0,77.792,839.8684211,1.740301631,C3S1,-8.997368421,P.S.,2020,
NAGARKURNOOL,Kodair,Kodair,16.269624,78.274343,0.84,7.4,3026.0,1936.64,0.0,390.0,540.0,0.88,416.326,41.0,288.0,4.0,24.0,204.204,899.6546053,4.174714189,C4S2,-10.19309211,P.S.,2020,
NAGARKURNOOL,Kollapur,Kollapur,16.107,78.306,1.56,8.15,1590.0,1017.6,0.0,340.0,280.0,1.01,3.27746,25.0,157.0,1.0,80.0,58.344,439.9013158,3.254574264,C3S1,-1.998026316,P.S.,2020,
NAGARKURNOOL,Lingal,Ambatipally,16.277,78.446,0.92,7.98,2483.0,1589.12,0.0,280.0,590.0,0.71,73.0785,40.0,241.0,3.0,64.0,136.136,719.7697368,3.905641847,C4S1,-8.795394737,P.S.,2020,
NAGARKURNOOL,Nagarkurnool,Nagarkurnool,16.491743,78.302619,8.62,7.0,2592.0,1658.88,0.0,330.0,460.0,0.75,349.0052,29.0,181.0,2.0,64.0,170.17,859.7121711,2.683948642,C4S1,-10.59424342,P.S.,2020,
NAGARKURNOOL,Telkapally,Telkapally,16.435091,78.440307,1.25,6.96,579.0,370.56,0.0,140.0,70.0,0.6,39.861,21.0,33.0,1.0,64.0,14.586,219.9753289,0.967384481,C2S1,-1.599506579,P.S.,2020,
NAGARKURNOOL,Thimmajipet,Gummakonda,16.6224,78.19,2.16,7.2,5457.0,3492.48,0.0,530.0,1170.0,0.39,372.036,81.0,742.0,41.0,272.0,48.62,879.9177632,10.87564509,OG,-6.998355263,P.S.,2020,
NAGARKURNOOL,Uppununuthala,Uppununthala,16.450018,78.591328,2.17,7.32,2265.0,1449.6,0.0,410.0,300.0,0.48,301.172,26.0,95.0,2.0,248.0,63.206,879.8930921,1.392453866,C4S1,-9.397861842,P.S.,2020,
NAGARKURNOOL,Veldanda,Veldanda,16.73106,78.5211,5.74,8.46,1394.0,892.16,20.0,560.0,60.0,2.7,5.18193,25.0,240.0,1.0,48.0,14.586,179.9753289,7.778160809,C3S2,8.000493421,U.S.,2020,
NALGONDA,Advidevulapally,Ulsaipalem,16.706822,79.499703,0.32,8.16,1079.0,690.56,0.0,340.0,110.0,1.52,14.03993,22.0,101.0,0.9,64.0,38.896,319.9342105,2.455066142,C3S1,0.401315789,P.S.,2020,
NALGONDA,Anumula,Anumula,16.798786,79.289548,2.4,8.9,1925.0,1232.0,30.0,690.0,90.0,3.83,188.2325,23.0,378.3,3.0,16.0,43.758,219.9259868,11.09098788,C3S2,10.00148026,U.S.,2020,
NALGONDA,Anumula,Chintagudem,16.833094,79.292086,0.92,8.38,1630.0,1043.2,10.0,290.0,240.0,1.37,198.8621,23.0,152.0,1.0,40.0,97.24,499.8355263,2.955984766,C3S1,-3.996710526,P.S.,2020,
NALGONDA,Anumula,Rajavaram,16.68016,79.407512,6.03,7.57,1443.0,923.52,0.0,350.0,230.0,0.56,18.278483,32.0,104.61,0.4,136.0,38.896,499.9342105,2.034177929,C3S1,-2.998684211,P.S.,2020,
NALGONDA,Anumula,Sreerampur,16.729108,79.304637,0.26,7.7,839.0,536.96,0.0,310.0,50.0,0.74,28.7885,20.0,70.0,1.84,32.0,48.62,279.9177632,1.819093301,C3S1,0.601644737,P.S.,2020,
NALGONDA,Chandampet,Chandampet,16.578477,78.888363,4.51,7.51,1506.0,963.84,0.0,310.0,170.0,1.6,219.27979,21.0,110.5,1.25,152.0,34.034,519.9424342,2.106962521,C3S1,-4.198848684,P.S.,2020,
NALGONDA,Chandur,Angadipet,16.984083,79.018416,6.14,8.43,543.0,347.52,20.0,160.0,80.0,0.44,3.215454,16.0,52.0,2.39,32.0,29.172,199.9506579,1.598873443,C2S1,-0.399013158,P.S.,2020,
NALGONDA,Chandur,Bangarigadda,16.984666,79.011361,4.46,8.03,835.0,534.4,0.0,260.0,90.0,0.59,16.3873,10.0,35.26,4.0,96.0,24.31,339.9588816,0.831459837,C3S1,-1.599177632,P.S.,2020,
NALGONDA,Chityala,Veliminedu,17.228916,79.020166,9.94,8.25,1406.0,899.84,0.0,230.0,230.0,0.68,151.0289,21.0,75.0,1.56,72.0,87.516,539.8519737,1.403447207,C3S1,-6.197039474,P.S.,2020,
NALGONDA,Devarakonda,Padamtipally,16.67664,78.797379,8.38,8.04,805.0,515.2,0.0,200.0,50.0,0.78,135.0845,10.0,22.94,4.86,56.0,48.62,339.9177632,0.540976809,C3S1,-2.798355263,P.S.,2020,
NALGONDA,Devarakonda,Tatikole,16.625235,78.856645,13.44,9.01,995.0,636.8,40.0,380.0,50.0,2.02,18.119039,19.0,214.0,10.1,16.0,4.862,59.99177632,12.01268466,C3S3,7.200164474,U.S.,2020,
NALGONDA,Gundlapally,Vavikole,16.675791,78.76505,5.2,8.11,2967.0,1898.88,0.0,1070.0,240.0,2.82,13.10984,21.0,599.0,5.6,24.0,24.31,159.9588816,20.59182349,C4S4,18.20082237,U.S.,2020,
NALGONDA,Gurrampode,Gurrampode,16.851709,79.091378,1.67,7.44,1397.0,894.08,0.0,440.0,150.0,0.38,1.7716,33.0,59.38,0.5,184.0,24.31,559.9588816,1.091023961,C3S1,-2.399177632,P.S.,2020,
NALGONDA,Gurrampode,Koppole,16.914619,79.146882,0.94,8.11,508.0,325.12,0.0,120.0,100.0,0.27,23.20796,16.0,44.0,2.58,40.0,24.31,199.9588816,1.352865093,C2S1,-1.599177632,P.S.,2020,
NALGONDA,K.Mallepally,K.Mallepally,16.729392,78.981033,2.3,7.9,1180.0,755.2,0.0,310.0,150.0,1.31,38.44372,41.0,91.0,1.82,88.0,43.758,399.9259868,1.978443917,C3S1,-1.798519737,P.S.,2020,
NALGONDA,kanagala,kanagala,16.937341,79.198425,1.58,7.93,1381.0,883.84,0.0,260.0,170.0,0.63,220.25417,17.0,78.29,8.52,120.0,53.482,519.9095395,1.492844471,C3S1,-5.198190789,P.S.,2020,
NALGONDA,Kattangur,Cheruvu Annaram,17.198652,79.354249,11.07,7.17,2718.0,1739.52,0.0,360.0,670.0,0.4,17.22881,30.0,125.0,3.6,272.0,97.24,1079.835526,1.653877623,C4S1,-14.39671053,P.S.,2020,
NALGONDA,Kattangur,Kattangur,17.161891,79.320303,3.18,7.21,2819.0,1804.16,0.0,570.0,540.0,1.48,28.38989,30.0,408.3,4.0,152.0,29.172,499.9506579,7.93940528,C4S2,1.400986842,MR,2020,
NALGONDA,Marriguda,Marriguda,16.939916,78.863805,,8.02,519.0,332.16,0.0,130.0,80.0,0.29,2.39166,15.0,48.48,2.63,40.0,14.586,159.9753289,1.666511325,C2S1,-0.599506579,P.S.,2020,
NALGONDA,Munugode,Kistapur,17.156249,79.017026,3.13,8.68,1320.0,844.8,30.0,530.0,50.0,2.63,15.111748,15.0,282.0,1.6,8.0,9.724,59.98355263,15.8308845,C3S3,10.00032895,U.S.,2020,
NALGONDA,Munugode,Kompalli,17.099308,78.993715,3.14,7.73,1504.0,962.56,0.0,390.0,220.0,0.58,35.65345,27.0,113.95,10.66,160.0,24.31,499.9588816,2.215742814,C3S1,-2.199177632,P.S.,2020,
NALGONDA,Nakrekal,Arlagaddagudam,17.139111,79.400636,2.96,7.29,2144.0,1372.16,0.0,430.0,400.0,0.56,38.26656,31.0,213.6,3.8,88.0,92.378,599.84375,3.79187789,C3S1,-3.396875,P.S.,2020,
NALGONDA,Nakrekal,Nakrekal,17.159338,79.420978,1.58,7.78,942.0,602.88,0.0,380.0,40.0,3.24,34.28046,9.0,45.75,6.68,96.0,34.034,379.9424342,1.020479681,C3S1,0.001151316,P.S.,2020,
NALGONDA,Nakrekal,Vallabhapur,17.238945,79.479895,1.19,7.82,910.0,582.4,0.0,350.0,50.0,3.19,37.82366,11.0,40.32,6.13,72.0,48.62,379.9177632,0.899389654,C3S1,-0.598355263,P.S.,2020,
NALGONDA,Nalgonda,Mushampally,16.97492,79.32478,1.3,8.3,1014.0,648.96,10.0,230.0,160.0,0.59,20.46198,21.0,95.01,0.68,48.0,43.758,299.9259868,2.385252907,C3S1,-1.198519737,P.S.,2020,
NALGONDA,Nalgonda,S L B C G V guda,17.060183,79.300907,1.08,7.47,1320.0,844.8,0.0,270.0,240.0,0.64,36.920144,19.0,55.96,1.45,136.0,48.62,539.9177632,1.047094942,C3S1,-5.398355263,P.S.,2020,
NALGONDA,Nalgonda,Seetarampuram,17.110312,79.216751,8.05,8.1,2080.0,1331.2,0.0,820.0,110.0,6.22,58.9057,20.0,380.0,1.9,32.0,38.896,239.9342105,10.66619877,C3S2,11.60131579,U.S.,2020,
NALGONDA,Narketpalli,Akkenepally,17.290078,79.235645,2.26,7.32,5988.0,3832.32,0.0,390.0,1630.0,1.83,5.13764,157.0,730.5,7.7,1.2,311.168,1282.473684,8.868867223,OG,-17.84947368,P.S.,2020,
NALGONDA,Narketpalli,Narketpalli,17.20025,79.191305,7.6,7.78,942.0,602.88,0.0,380.0,40.0,3.24,34.28046,9.0,45.75,6.68,96.0,34.034,379.9424342,1.020479681,C3S1,0.001151316,P.S.,2020,
NALGONDA,Nidamanuru,Nidamanur,16.84,79.285277,3.64,8.34,2162.0,1383.68,20.0,590.0,200.0,2.3,172.731,36.0,427.5,6.7,24.0,24.31,159.9588816,14.69616785,C3S3,9.000822368,U.S.,2020,
NALGONDA,P.A Pally,Angadipet,16.716555,79.084472,1.86,8.43,543.0,347.52,20.0,160.0,80.0,0.44,3.215454,16.0,52.0,2.39,32.0,29.172,199.9506579,1.598873443,C2S1,-0.399013158,P.S.,2020,
NALGONDA,Peddavoora,Velmaguda,16.77852,79.18302,3.06,8.11,505.0,323.2,0.0,130.0,70.0,0.32,5.49196,16.0,50.0,2.69,8.0,29.172,139.9506579,1.837615715,C2S1,-0.199013158,P.S.,2020,
NALGONDA,Shaligowraram,P.Kondaram,17.249444,79.423055,3.6,7.8,2244.0,1436.16,0.0,450.0,390.0,1.29,108.9534,26.0,283.8,3.5,72.0,77.792,499.8684211,5.518953113,C3S1,-0.997368421,P.S.,2020,
NALGONDA,Thiparthy,Thipparthy,17.01375,79.418305,0.17,8.0,1510.0,966.4,0.0,550.0,130.0,1.35,8.4151,10.0,148.9,8.9,56.0,68.068,419.8848684,3.159379164,C3S1,2.602302632,U.S.,2020,
NALGONDA,Thiparthy,Mamidala,17.065212,79.465001,4.97,7.92,2592.0,1658.88,0.0,330.0,470.0,1.19,271.45341,37.0,208.0,40.8,112.0,121.55,779.7944079,3.238511479,C4S1,-8.995888158,P.S.,2020,
